video_id,Admiration,Adoration,Aesthetic Appreciation,Amusement,Anger,Anxiety,Awe,Awkwardness,Boredom,Calmness,Concentration,Confusion,Contemplation,Contempt,Contentment,Craving,Desire,Determination,Disappointment,Disgust,Distress,Doubt,Ecstasy,Embarrassment,Empathic Pain,Entrancement,Envy,Excitement,Fear,Guilt,Horror,Interest,Joy,Love,Nostalgia,Pain,Pride,Realization,Relief,Romance,Sadness,Satisfaction,Shame,Surprise (negative),Surprise (positive),Sympathy,Tiredness,Triumph,Admiration,Adoration,Aesthetic Appreciation,Amusement,Anger,Anxiety,Awe,Awkwardness,Boredom,Calmness,Concentration,Confusion,Contemplation,Contempt,Contentment,Craving,Desire,Determination,Disappointment,Disgust,Distress,Doubt,Ecstasy,Embarrassment,Empathic Pain,Entrancement,Envy,Excitement,Fear,Guilt,Horror,Interest,Joy,Love,Nostalgia,Pain,Pride,Realization,Relief,Romance,Sadness,Satisfaction,Shame,Surprise (negative),Surprise (positive),Sympathy,Tiredness,Triumph
P10.mp4,"{'mean': 0.07438020155633857, 'max': 0.2487620711326599, 'min': 0.017512181773781776, 'std_dev': 0.0492110443399823}","{'mean': 0.06879111169837415, 'max': 0.31346800923347473, 'min': 0.01471482589840889, 'std_dev': 0.05596626446555616}","{'mean': 0.05015310614007281, 'max': 0.12262285500764847, 'min': 0.017325447872281075, 'std_dev': 0.022088597069299207}","{'mean': 0.14991826704397, 'max': 0.872959315776825, 'min': 0.02267487905919552, 'std_dev': 0.16913192053905143}","{'mean': 0.05820357628110421, 'max': 0.1353987604379654, 'min': 0.011131294071674347, 'std_dev': 0.021006431063389206}","{'mean': 0.252698271650971, 'max': 0.5003790855407715, 'min': 0.03864869847893715, 'std_dev': 0.09716625082253925}","{'mean': 0.07424968327926909, 'max': 0.3705101013183594, 'min': 0.019727718085050583, 'std_dev': 0.05299606133729361}","{'mean': 0.18977937197950262, 'max': 0.267135888338089, 'min': 0.11768754571676254, 'std_dev': 0.03321910520607004}","{'mean': 0.3351541641355811, 'max': 0.642680823802948, 'min': 0.05463774502277374, 'std_dev': 0.08820687923424161}","{'mean': 0.3256360889606228, 'max': 0.7014239430427551, 'min': 0.11508136242628098, 'std_dev': 0.09187073709784001}","{'mean': 0.3926619570952334, 'max': 0.6728535294532776, 'min': 0.07768221199512482, 'std_dev': 0.10748538382674283}","{'mean': 0.35315760281937036, 'max': 0.5937185883522034, 'min': 0.07015673816204071, 'std_dev': 0.10460696885522923}","{'mean': 0.21946563331360286, 'max': 0.3550201952457428, 'min': 0.041314851492643356, 'std_dev': 0.05850260528264318}","{'mean': 0.10413255520640004, 'max': 0.20353825390338898, 'min': 0.03597777709364891, 'std_dev': 0.027991834509589468}","{'mean': 0.10196199907214949, 'max': 0.3458494246006012, 'min': 0.03378155082464218, 'std_dev': 0.057386775810840514}","{'mean': 0.056434630602285665, 'max': 0.46199721097946167, 'min': 0.017233485355973244, 'std_dev': 0.0395354575832112}","{'mean': 0.08457856909715689, 'max': 0.9170600771903992, 'min': 0.0159126129001379, 'std_dev': 0.07877010724709466}","{'mean': 0.09557436403487153, 'max': 0.1948179006576538, 'min': 0.036813076585531235, 'std_dev': 0.02873249375628877}","{'mean': 0.40562080962570923, 'max': 0.6602538228034973, 'min': 0.03966142237186432, 'std_dev': 0.15563659458819792}","{'mean': 0.06410966111087683, 'max': 0.16487263143062592, 'min': 0.015268859453499317, 'std_dev': 0.016655214749867198}","{'mean': 0.3363150003016145, 'max': 0.7126510143280029, 'min': 0.036796651780605316, 'std_dev': 0.15673787689531213}","{'mean': 0.27307942534965657, 'max': 0.4368264973163605, 'min': 0.047289054840803146, 'std_dev': 0.07384083303647278}","{'mean': 0.040184315322154524, 'max': 0.25933700799942017, 'min': 0.008678331971168518, 'std_dev': 0.037435734124825114}","{'mean': 0.17306307856081016, 'max': 0.34173473715782166, 'min': 0.05773594230413437, 'std_dev': 0.04928671583002696}","{'mean': 0.10074505513696462, 'max': 0.16278940439224243, 'min': 0.016144603490829468, 'std_dev': 0.034162989041960704}","{'mean': 0.10447459171007344, 'max': 0.1882774382829666, 'min': 0.05172903835773468, 'std_dev': 0.026775015270629324}","{'mean': 0.030137954421197658, 'max': 0.0593620203435421, 'min': 0.01293881330639124, 'std_dev': 0.009550210913177067}","{'mean': 0.08169657045478414, 'max': 0.687997579574585, 'min': 0.009538337588310242, 'std_dev': 0.1042261546965599}","{'mean': 0.09643856699940992, 'max': 0.2095458060503006, 'min': 0.024194011464715004, 'std_dev': 0.02900038366899092}","{'mean': 0.16779665239530323, 'max': 0.3221108913421631, 'min': 0.016251469030976295, 'std_dev': 0.07788240517246531}","{'mean': 0.04095052468712323, 'max': 0.18610148131847382, 'min': 0.011839504353702068, 'std_dev': 0.023975294867299962}","{'mean': 0.22940549918844197, 'max': 0.6735079884529114, 'min': 0.07237116992473602, 'std_dev': 0.12439605412066858}","{'mean': 0.10875440636280949, 'max': 0.8323063850402832, 'min': 0.012765247374773026, 'std_dev': 0.14829354939648592}","{'mean': 0.10978603129112631, 'max': 0.6286371946334839, 'min': 0.020331136882305145, 'std_dev': 0.10421854816022637}","{'mean': 0.06181690783471169, 'max': 0.12206073105335236, 'min': 0.03761587291955948, 'std_dev': 0.01093177164872956}","{'mean': 0.17664133528819395, 'max': 0.4505681097507477, 'min': 0.015133620239794254, 'std_dev': 0.0854136793790305}","{'mean': 0.04372264027764283, 'max': 0.13299399614334106, 'min': 0.015544377267360687, 'std_dev': 0.021994658996075698}","{'mean': 0.17308625043213569, 'max': 0.2934395968914032, 'min': 0.08939586579799652, 'std_dev': 0.02793263446650804}","{'mean': 0.0888961229235834, 'max': 0.39035502076148987, 'min': 0.034399595111608505, 'std_dev': 0.029716894354074336}","{'mean': 0.05991560644970194, 'max': 0.22811561822891235, 'min': 0.016042303293943405, 'std_dev': 0.03802484698227264}","{'mean': 0.2874312892074903, 'max': 0.6848040819168091, 'min': 0.018917258828878403, 'std_dev': 0.1406185846335632}","{'mean': 0.11735903961746484, 'max': 0.43604734539985657, 'min': 0.028201749548316002, 'std_dev': 0.08793057311833491}","{'mean': 0.16022254533021893, 'max': 0.30853721499443054, 'min': 0.01982545107603073, 'std_dev': 0.07354978630682209}","{'mean': 0.055985633504964515, 'max': 0.3055061101913452, 'min': 0.013081373646855354, 'std_dev': 0.03999034355100035}","{'mean': 0.043959905681725364, 'max': 0.38928455114364624, 'min': 0.007435232400894165, 'std_dev': 0.04629549171061304}","{'mean': 0.0583213973890415, 'max': 0.09637609869241714, 'min': 0.03088923543691635, 'std_dev': 0.009842738893757107}","{'mean': 0.40956231899834517, 'max': 0.9266021847724915, 'min': 0.048910096287727356, 'std_dev': 0.1715693227959543}","{'mean': 0.02496244097808251, 'max': 0.14445047080516815, 'min': 0.00568384351208806, 'std_dev': 0.020224110056544634}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1.mp4,"{'mean': 0.11145830068475283, 'max': 0.2287248969078064, 'min': 0.030478982254862785, 'std_dev': 0.04288177212852017}","{'mean': 0.10027535758133, 'max': 0.24706366658210754, 'min': 0.02696794643998146, 'std_dev': 0.044638228856724034}","{'mean': 0.06913667119796649, 'max': 0.12037070095539093, 'min': 0.02899308130145073, 'std_dev': 0.019005380148841004}","{'mean': 0.22093241966583513, 'max': 0.7280904054641724, 'min': 0.03412085399031639, 'std_dev': 0.1269673956711518}","{'mean': 0.0628609489330041, 'max': 0.15710443258285522, 'min': 0.01749483309686184, 'std_dev': 0.023127268607139276}","{'mean': 0.14857204721707012, 'max': 0.29678547382354736, 'min': 0.055097077041864395, 'std_dev': 0.03822190654599377}","{'mean': 0.11363327479242358, 'max': 0.4698965549468994, 'min': 0.031143775209784508, 'std_dev': 0.05656189347805307}","{'mean': 0.21940111720337058, 'max': 0.28843095898628235, 'min': 0.1342107057571411, 'std_dev': 0.022928392688645622}","{'mean': 0.3177926690280949, 'max': 0.5677291750907898, 'min': 0.1101943701505661, 'std_dev': 0.09077721680173431}","{'mean': 0.3486421540711797, 'max': 0.595026969909668, 'min': 0.11667311191558838, 'std_dev': 0.0758070535959979}","{'mean': 0.3495933669100086, 'max': 0.5948642492294312, 'min': 0.12301120162010193, 'std_dev': 0.0793366722857675}","{'mean': 0.3647417785219631, 'max': 0.6443076133728027, 'min': 0.12115408480167389, 'std_dev': 0.10240617818306019}","{'mean': 0.1785806437976671, 'max': 0.3674790859222412, 'min': 0.057330597192049026, 'std_dev': 0.044072137565434676}","{'mean': 0.14214548862844348, 'max': 0.26705047488212585, 'min': 0.05991276726126671, 'std_dev': 0.0422666165698881}","{'mean': 0.13942532557003698, 'max': 0.3352043330669403, 'min': 0.05196370556950569, 'std_dev': 0.050874032542920194}","{'mean': 0.06699692582516686, 'max': 0.28432419896125793, 'min': 0.026954766362905502, 'std_dev': 0.0285280959456717}","{'mean': 0.09998043873515076, 'max': 0.5958201289176941, 'min': 0.019625985994935036, 'std_dev': 0.06202601868699106}","{'mean': 0.09561764400957175, 'max': 0.18530772626399994, 'min': 0.050420742481946945, 'std_dev': 0.022319973007875752}","{'mean': 0.2832653967481535, 'max': 0.658492386341095, 'min': 0.06803262233734131, 'std_dev': 0.11303265638392448}","{'mean': 0.09305892292071473, 'max': 0.21509796380996704, 'min': 0.029997704550623894, 'std_dev': 0.027489314679820433}","{'mean': 0.19818218031939674, 'max': 0.4188776910305023, 'min': 0.049308713525533676, 'std_dev': 0.0724442875666806}","{'mean': 0.2766532944723018, 'max': 0.4573326110839844, 'min': 0.08335524797439575, 'std_dev': 0.08135364308511814}","{'mean': 0.05492381895948233, 'max': 0.2363353669643402, 'min': 0.01216384768486023, 'std_dev': 0.0291727440965393}","{'mean': 0.12950167416452749, 'max': 0.28001657128334045, 'min': 0.0658140480518341, 'std_dev': 0.03476503928824539}","{'mean': 0.08606846214273679, 'max': 0.17236357927322388, 'min': 0.02413858100771904, 'std_dev': 0.030825172916579515}","{'mean': 0.12235091102675345, 'max': 0.1693827509880066, 'min': 0.06361827254295349, 'std_dev': 0.021724856902613436}","{'mean': 0.042131387377812766, 'max': 0.06274944543838501, 'min': 0.022602157667279243, 'std_dev': 0.008760826683465792}","{'mean': 0.12176124810354583, 'max': 0.5174116492271423, 'min': 0.014387328177690506, 'std_dev': 0.07821494724970271}","{'mean': 0.09827438722113803, 'max': 0.24878381192684174, 'min': 0.03428536653518677, 'std_dev': 0.03170487900195506}","{'mean': 0.0918289583150815, 'max': 0.2622750997543335, 'min': 0.02696375362575054, 'std_dev': 0.03971379357863083}","{'mean': 0.05328385503307675, 'max': 0.2330493927001953, 'min': 0.014818941242992878, 'std_dev': 0.0282093289780947}","{'mean': 0.32263382094853127, 'max': 0.6241257190704346, 'min': 0.11096715182065964, 'std_dev': 0.11383178272485255}","{'mean': 0.1671918051135223, 'max': 0.6360107660293579, 'min': 0.01939591020345688, 'std_dev': 0.11823816581614671}","{'mean': 0.15021262835474816, 'max': 0.42050206661224365, 'min': 0.03745635226368904, 'std_dev': 0.08139956383401195}","{'mean': 0.06687033715087594, 'max': 0.09540456533432007, 'min': 0.03562247008085251, 'std_dev': 0.009860263580459232}","{'mean': 0.13710990827370875, 'max': 0.4515637457370758, 'min': 0.02337724156677723, 'std_dev': 0.07464388314671806}","{'mean': 0.06220653205534913, 'max': 0.12755978107452393, 'min': 0.022256558761000633, 'std_dev': 0.019108534334716445}","{'mean': 0.16280326344341192, 'max': 0.2569427490234375, 'min': 0.10310590267181396, 'std_dev': 0.022558539995558874}","{'mean': 0.08655909482089365, 'max': 0.20670576393604279, 'min': 0.03848930820822716, 'std_dev': 0.02499428670729868}","{'mean': 0.06829044214205411, 'max': 0.1955243945121765, 'min': 0.022111762315034866, 'std_dev': 0.029615425992669503}","{'mean': 0.2147981215198085, 'max': 0.6256073117256165, 'min': 0.03374094516038895, 'std_dev': 0.11974584238704895}","{'mean': 0.16326141564453445, 'max': 0.39122912287712097, 'min': 0.04182296246290207, 'std_dev': 0.07422623482921989}","{'mean': 0.09622460396682418, 'max': 0.2500356137752533, 'min': 0.029887143522500992, 'std_dev': 0.045308978819958906}","{'mean': 0.07346711732370469, 'max': 0.3543281853199005, 'min': 0.01897096447646618, 'std_dev': 0.045005312189522986}","{'mean': 0.07091103153907108, 'max': 0.43315717577934265, 'min': 0.011802921071648598, 'std_dev': 0.052750010979098955}","{'mean': 0.06643586000986716, 'max': 0.09397505968809128, 'min': 0.030520455911755562, 'std_dev': 0.009924512507337393}","{'mean': 0.25262875513750327, 'max': 0.6283983588218689, 'min': 0.07274500280618668, 'std_dev': 0.09891451559463485}","{'mean': 0.03668705616018529, 'max': 0.11499270051717758, 'min': 0.008012180216610432, 'std_dev': 0.01451461431423449}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3.mp4,"{'mean': 0.12539844502325792, 'max': 0.30145302414894104, 'min': 0.024006403982639313, 'std_dev': 0.06792884496524929}","{'mean': 0.13700419307748127, 'max': 0.40278685092926025, 'min': 0.01843186467885971, 'std_dev': 0.08681717977709585}","{'mean': 0.06602551816202101, 'max': 0.1251087337732315, 'min': 0.018084876239299774, 'std_dev': 0.02378138808706829}","{'mean': 0.342379846931954, 'max': 0.9334197044372559, 'min': 0.03626171499490738, 'std_dev': 0.2646490479582911}","{'mean': 0.06357927173862105, 'max': 0.3122211992740631, 'min': 0.011443058028817177, 'std_dev': 0.0353436226182858}","{'mean': 0.15214663107415768, 'max': 0.4863808751106262, 'min': 0.03330265358090401, 'std_dev': 0.0706128618580387}","{'mean': 0.08588354260895838, 'max': 0.6402943134307861, 'min': 0.02679324522614479, 'std_dev': 0.04181279354649235}","{'mean': 0.20147064567263775, 'max': 0.30589574575424194, 'min': 0.12245502322912216, 'std_dev': 0.03114762715362522}","{'mean': 0.21052494965893004, 'max': 0.5638984441757202, 'min': 0.03761209547519684, 'std_dev': 0.10895666201941417}","{'mean': 0.2696992879541662, 'max': 0.646773636341095, 'min': 0.06024781987071037, 'std_dev': 0.08037536107005686}","{'mean': 0.2731028629994947, 'max': 0.782915472984314, 'min': 0.07624118775129318, 'std_dev': 0.12092915299359404}","{'mean': 0.3048453415062263, 'max': 0.8318763971328735, 'min': 0.053568169474601746, 'std_dev': 0.15763161144927063}","{'mean': 0.14655123121658148, 'max': 0.6270700097084045, 'min': 0.03712407499551773, 'std_dev': 0.06610106199593038}","{'mean': 0.12206306639790787, 'max': 0.2838831841945648, 'min': 0.03740936890244484, 'std_dev': 0.04923062155340789}","{'mean': 0.15957698334213372, 'max': 0.3420526087284088, 'min': 0.031586144119501114, 'std_dev': 0.07916555401302627}","{'mean': 0.05337582625138701, 'max': 0.29385703802108765, 'min': 0.017957311123609543, 'std_dev': 0.019774236265080413}","{'mean': 0.08062975290553231, 'max': 0.5474717020988464, 'min': 0.023304400965571404, 'std_dev': 0.036621630729316616}","{'mean': 0.08124728830812344, 'max': 0.17648625373840332, 'min': 0.03138711676001549, 'std_dev': 0.02819964579544905}","{'mean': 0.25918007764192913, 'max': 0.6897021532058716, 'min': 0.032784588634967804, 'std_dev': 0.14607481513967358}","{'mean': 0.09928786336760889, 'max': 0.3778661787509918, 'min': 0.015654409304261208, 'std_dev': 0.05727296343369967}","{'mean': 0.22168500332637298, 'max': 0.7330577373504639, 'min': 0.03404758498072624, 'std_dev': 0.13118923274805472}","{'mean': 0.2177562196312107, 'max': 0.4990597367286682, 'min': 0.03771176189184189, 'std_dev': 0.11028291325158995}","{'mean': 0.08179128167780356, 'max': 0.27756237983703613, 'min': 0.011073541827499866, 'std_dev': 0.05881635616829336}","{'mean': 0.14217969919167386, 'max': 0.44522905349731445, 'min': 0.052268944680690765, 'std_dev': 0.05116328444646645}","{'mean': 0.09156951697855893, 'max': 0.24676479399204254, 'min': 0.017495188862085342, 'std_dev': 0.048895455578193164}","{'mean': 0.1018334774954615, 'max': 0.17235040664672852, 'min': 0.03585536777973175, 'std_dev': 0.02448105931317435}","{'mean': 0.03562588104452775, 'max': 0.06509818881750107, 'min': 0.012825979851186275, 'std_dev': 0.010564368941313762}","{'mean': 0.198328474251493, 'max': 0.7261826992034912, 'min': 0.014631811529397964, 'std_dev': 0.168427653338316}","{'mean': 0.0872756919175996, 'max': 0.508310854434967, 'min': 0.02222009189426899, 'std_dev': 0.03780509960068782}","{'mean': 0.09735739689414903, 'max': 0.3181353509426117, 'min': 0.013912553898990154, 'std_dev': 0.05927401830077156}","{'mean': 0.044419163734256716, 'max': 0.25361689925193787, 'min': 0.01382601261138916, 'std_dev': 0.023316515474000155}","{'mean': 0.30320003232032017, 'max': 0.6098509430885315, 'min': 0.07565705478191376, 'std_dev': 0.12721685760233067}","{'mean': 0.31645050425902116, 'max': 0.9413251876831055, 'min': 0.01917337253689766, 'std_dev': 0.28059958649140304}","{'mean': 0.24159529743708238, 'max': 0.7318595051765442, 'min': 0.023090265691280365, 'std_dev': 0.172455569400449}","{'mean': 0.06858963826316579, 'max': 0.11317527294158936, 'min': 0.029880201444029808, 'std_dev': 0.011852933421845152}","{'mean': 0.18126707154159316, 'max': 0.8346213698387146, 'min': 0.021639900282025337, 'std_dev': 0.13932804674939017}","{'mean': 0.07443216655466427, 'max': 0.16662588715553284, 'min': 0.02100108377635479, 'std_dev': 0.03584615964155792}","{'mean': 0.14182221500153097, 'max': 0.2831001877784729, 'min': 0.08088570088148117, 'std_dev': 0.02717256689288745}","{'mean': 0.09081107719271997, 'max': 0.22134079039096832, 'min': 0.02724660560488701, 'std_dev': 0.02975345072524457}","{'mean': 0.07941171216971553, 'max': 0.22245115041732788, 'min': 0.013427277095615864, 'std_dev': 0.038182864217027115}","{'mean': 0.2189259247510196, 'max': 0.6420575380325317, 'min': 0.016033140942454338, 'std_dev': 0.15552268997275237}","{'mean': 0.20830011311314253, 'max': 0.503166913986206, 'min': 0.03518399968743324, 'std_dev': 0.12316930374634459}","{'mean': 0.10550825616505065, 'max': 0.3574000597000122, 'min': 0.017461396753787994, 'std_dev': 0.06317360318548662}","{'mean': 0.0513251099718422, 'max': 0.39017385244369507, 'min': 0.014139506965875626, 'std_dev': 0.031120489980362466}","{'mean': 0.04834757995632791, 'max': 0.7047132849693298, 'min': 0.009925715625286102, 'std_dev': 0.03697993181868274}","{'mean': 0.06348758069233515, 'max': 0.10086455196142197, 'min': 0.03185594081878662, 'std_dev': 0.007639516307822391}","{'mean': 0.20939275932108145, 'max': 0.6346746683120728, 'min': 0.03486740216612816, 'std_dev': 0.12509057097200302}","{'mean': 0.05209355401623947, 'max': 0.1592719852924347, 'min': 0.009042985737323761, 'std_dev': 0.03306783864771456}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P4.mp4,"{'mean': 0.06550224745315458, 'max': 0.1929132342338562, 'min': 0.02278183400630951, 'std_dev': 0.023713255653082098}","{'mean': 0.0503443933495274, 'max': 0.21496528387069702, 'min': 0.020607497543096542, 'std_dev': 0.02839862896311237}","{'mean': 0.04529761759704633, 'max': 0.08267351984977722, 'min': 0.021010681986808777, 'std_dev': 0.010903263251332665}","{'mean': 0.15028897246600414, 'max': 0.8242435455322266, 'min': 0.03619500994682312, 'std_dev': 0.12320777859762813}","{'mean': 0.1053189301142519, 'max': 0.4633517563343048, 'min': 0.03657717630267143, 'std_dev': 0.05101131076071743}","{'mean': 0.18427612681993275, 'max': 0.33540093898773193, 'min': 0.05996789410710335, 'std_dev': 0.04282207194481515}","{'mean': 0.13320471213162327, 'max': 0.37893515825271606, 'min': 0.032011449337005615, 'std_dev': 0.06611106976954788}","{'mean': 0.20335966177370357, 'max': 0.3417661786079407, 'min': 0.1392705887556076, 'std_dev': 0.024690984243097756}","{'mean': 0.2990995215187813, 'max': 0.6344226002693176, 'min': 0.05877210572361946, 'std_dev': 0.10258407062695887}","{'mean': 0.2416797735910306, 'max': 0.5628954172134399, 'min': 0.0747777670621872, 'std_dev': 0.10170018245769737}","{'mean': 0.3090419838844892, 'max': 0.7064865231513977, 'min': 0.08248891681432724, 'std_dev': 0.14124256671904978}","{'mean': 0.42823325523852085, 'max': 0.7323449850082397, 'min': 0.09220696985721588, 'std_dev': 0.12046604423624169}","{'mean': 0.14474864940647877, 'max': 0.31938961148262024, 'min': 0.038425248116254807, 'std_dev': 0.05877090606298474}","{'mean': 0.13691972379749914, 'max': 0.36816543340682983, 'min': 0.06257415562868118, 'std_dev': 0.03459925282848216}","{'mean': 0.07872457865573285, 'max': 0.24652796983718872, 'min': 0.03288283944129944, 'std_dev': 0.031948200950298745}","{'mean': 0.052008761866149014, 'max': 0.16108688712120056, 'min': 0.0217294804751873, 'std_dev': 0.014698898031155242}","{'mean': 0.07656801960134872, 'max': 0.3195642828941345, 'min': 0.024551426991820335, 'std_dev': 0.03276598733867592}","{'mean': 0.0974521213906935, 'max': 0.1772419512271881, 'min': 0.04510533809661865, 'std_dev': 0.028563390051948297}","{'mean': 0.31234666623298846, 'max': 0.5863665342330933, 'min': 0.06692223250865936, 'std_dev': 0.08572686233366093}","{'mean': 0.12530245096690354, 'max': 0.43253985047340393, 'min': 0.04240057244896889, 'std_dev': 0.05154904343790501}","{'mean': 0.26859976982134054, 'max': 0.6005989909172058, 'min': 0.0711330994963646, 'std_dev': 0.08907843580699706}","{'mean': 0.27747243542895006, 'max': 0.4908943176269531, 'min': 0.06124501675367355, 'std_dev': 0.08879691123017114}","{'mean': 0.054552924906118926, 'max': 0.31475353240966797, 'min': 0.01261427067220211, 'std_dev': 0.03992549159314311}","{'mean': 0.1363632743975973, 'max': 0.33804193139076233, 'min': 0.06843709200620651, 'std_dev': 0.03969216856620176}","{'mean': 0.09196946287520544, 'max': 0.19345515966415405, 'min': 0.033755578100681305, 'std_dev': 0.02760031064755224}","{'mean': 0.10225496994923815, 'max': 0.17405053973197937, 'min': 0.04169892147183418, 'std_dev': 0.026986448704772573}","{'mean': 0.0344599234285178, 'max': 0.056046903133392334, 'min': 0.013578889891505241, 'std_dev': 0.008923910330024896}","{'mean': 0.10618222220342886, 'max': 0.7196882963180542, 'min': 0.017126621678471565, 'std_dev': 0.10030665452597196}","{'mean': 0.11889168674347501, 'max': 0.23798900842666626, 'min': 0.04663684591650963, 'std_dev': 0.02496387508437707}","{'mean': 0.09342438828005036, 'max': 0.28870221972465515, 'min': 0.024486616253852844, 'std_dev': 0.03879230583379663}","{'mean': 0.08409309351762059, 'max': 0.260206937789917, 'min': 0.026212386786937714, 'std_dev': 0.03800478567179959}","{'mean': 0.2063307564510544, 'max': 0.4211910367012024, 'min': 0.06216498464345932, 'std_dev': 0.06643210198584962}","{'mean': 0.10199762437621067, 'max': 0.8405954837799072, 'min': 0.02040957473218441, 'std_dev': 0.12947466833944046}","{'mean': 0.07566621729516511, 'max': 0.441272109746933, 'min': 0.028559446334838867, 'std_dev': 0.06295985924378507}","{'mean': 0.04625821078617225, 'max': 0.08179404586553574, 'min': 0.024961240589618683, 'std_dev': 0.010407212175320047}","{'mean': 0.17923982518500295, 'max': 0.5561034679412842, 'min': 0.05404762178659439, 'std_dev': 0.10363665596345358}","{'mean': 0.04680273090733041, 'max': 0.16264952719211578, 'min': 0.02135004848241806, 'std_dev': 0.02008967892081819}","{'mean': 0.1793520686098899, 'max': 0.27856016159057617, 'min': 0.09087543189525604, 'std_dev': 0.034359999991151705}","{'mean': 0.08699465825402036, 'max': 0.29659590125083923, 'min': 0.028728041797876358, 'std_dev': 0.03746383007313387}","{'mean': 0.03787595831038547, 'max': 0.10066197067499161, 'min': 0.017636079341173172, 'std_dev': 0.013550880403889977}","{'mean': 0.18025376462635714, 'max': 0.6701384782791138, 'min': 0.03237389400601387, 'std_dev': 0.09300291934072198}","{'mean': 0.10492410019782311, 'max': 0.38446080684661865, 'min': 0.03878145292401314, 'std_dev': 0.05736538544474239}","{'mean': 0.09414016867192083, 'max': 0.30769121646881104, 'min': 0.027197521179914474, 'std_dev': 0.04296581727569994}","{'mean': 0.12396731844473996, 'max': 0.3804008364677429, 'min': 0.02868235483765602, 'std_dev': 0.0656576471563462}","{'mean': 0.09668646988341179, 'max': 0.35816866159439087, 'min': 0.014878327958285809, 'std_dev': 0.060973771356119436}","{'mean': 0.046550550580138905, 'max': 0.07828524708747864, 'min': 0.022472303360700607, 'std_dev': 0.010475703384569815}","{'mean': 0.3199455988799171, 'max': 0.7959783673286438, 'min': 0.05279216170310974, 'std_dev': 0.1316306749634525}","{'mean': 0.03841621213917303, 'max': 0.22349514067173004, 'min': 0.009321861900389194, 'std_dev': 0.028818094987630178}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
